age,income,credit_score,months_customer,num_products,balance,country,gender,has_credit_card,is_active_member,churn
48,57148.0,623,11,3,6256.4842219451575,UK,Male,Yes,No,1
20,114270.0,440,77,4,21050.693966534294,Germany,Male,No,Yes,0
57,147978.0,769,46,4,,UK,Male,Yes,No,0
63,24757.0,633,45,1,14692.192358377077,Germany,Male,No,No,1
41,39097.0,672,1,2,34264.51465225215,Spain,Male,Yes,No,0
67,30395.0,793,40,3,86465.89218581401,France,Female,Yes,No,0
49,36241.0,838,108,3,15492.531114344265,,Female,Yes,No,0
64,123892.0,455,19,1,,Germany,Male,Yes,Yes,1
39,47696.0,590,76,3,48453.79950800108,France,Male,No,Yes,0
40,135654.0,443,72,3,30241.951127853637,Spain,Male,No,Yes,0
19,90480.0,405,72,2,,France,Female,No,Yes,0
44,66163.0,719,61,2,80380.48904834752,Spain,Female,Yes,Yes,0
59,39816.0,301,117,1,13714.848815274316,UK,Male,Yes,No,1
19,69840.0,389,109,2,58069.9084554285,Spain,Female,Yes,No,1
43,122547.0,644,12,1,50550.87603898639,USA,Female,No,Yes,0
34,72853.0,649,61,4,14407.878601319957,USA,Male,Yes,Yes,0
57,44917.0,758,112,1,62399.84855289824,,Male,No,Yes,0
50,116731.0,562,33,4,27364.041786077163,Germany,Female,No,No,1
26,41566.0,650,45,1,48783.43185440125,Germany,Female,Yes,No,1
60,95452.0,407,90,3,8227.232427706189,Germany,Female,Yes,No,1
65,82823.0,338,103,2,45958.4057213623,Spain,Male,No,Yes,0
56,141392.0,458,92,4,30646.34680428203,Germany,Male,No,Yes,0
46,,611,69,1,82238.12111853543,UK,Male,No,Yes,0
59,95520.0,540,8,2,5697.872699736828,USA,Female,Yes,Yes,0
43,21759.0,744,25,1,41860.72749183299,Spain,Female,Yes,No,1
52,146092.0,597,91,2,45843.1424131438,USA,Male,Yes,Yes,0
67,61949.0,335,46,2,72500.60762991187,Germany,Female,Yes,Yes,0
42,112374.0,383,87,1,57428.7575090211,Spain,Male,Yes,Yes,0
41,22482.0,751,30,4,66721.2337194181,France,Female,Yes,No,0
30,44442.0,684,109,4,,UK,Male,No,No,0
24,53719.0,471,47,3,86220.29736581887,Germany,Female,No,Yes,1
53,78066.0,675,87,2,31387.54967224705,Germany,Female,No,No,0
62,113501.0,661,49,3,53802.27053639029,UK,Male,Yes,No,0
37,22079.0,440,47,3,84010.80784391999,UK,Male,No,No,1
18,22717.0,417,84,1,98945.11309650564,France,Male,Yes,No,1
25,79676.0,576,82,1,88951.93110437632,Germany,Male,Yes,No,1
63,47952.0,519,18,1,37146.72626243768,Germany,Male,No,Yes,0
33,106444.0,325,66,2,19516.65172186504,USA,Female,Yes,Yes,0
31,62460.0,820,68,1,48939.253740658874,Spain,Male,No,Yes,0
29,110397.0,309,94,1,74164.14518360423,Spain,Male,No,No,1
68,92847.0,677,33,2,49256.90707532976,USA,Male,Yes,No,1
40,113607.0,451,36,2,48318.08633136685,Spain,Male,No,No,1
32,109106.0,348,82,4,83823.04210818006,UK,Male,No,No,1
45,38449.0,453,101,1,36140.37790671863,Spain,Female,No,Yes,1
51,53536.0,592,19,1,85979.46748116457,Spain,Male,No,Yes,0
19,84077.0,349,111,1,40680.48009517236,USA,Male,Yes,Yes,1
49,58258.0,830,28,4,32823.31056783394,France,Male,No,Yes,0
40,,359,40,1,45398.9911199699,Spain,Female,No,Yes,1
39,145937.0,466,84,4,76244.69586748685,Spain,Female,No,Yes,1
68,48865.0,501,113,3,12600.202786399428,France,Male,Yes,No,0
42,26645.0,445,97,4,,USA,Male,No,No,1
39,139771.0,738,76,3,95144.48256630919,France,Female,Yes,Yes,0
39,58000.0,541,115,1,17549.162738135736,USA,Female,No,No,1
66,46737.0,782,15,3,56772.73179310546,UK,Female,No,Yes,0
69,31485.0,407,41,4,57931.446666193784,USA,Male,No,Yes,0
59,58565.0,525,39,2,48962.44620502448,UK,Male,Yes,No,0
23,45522.0,731,2,3,64474.524857681856,UK,Female,Yes,Yes,0
32,139614.0,718,63,3,22982.672579761842,USA,Male,Yes,Yes,0
60,85155.0,754,29,1,55266.22677767482,Germany,Female,Yes,Yes,0
54,75168.0,459,105,4,37217.32552468972,USA,Female,Yes,No,1
50,72487.0,822,74,3,66166.7259629189,Spain,Female,Yes,No,0
25,149948.0,376,66,3,14122.354337314946,Spain,Male,No,No,1
61,32342.0,808,51,3,57087.74168394762,Germany,Female,Yes,No,0
61,60806.0,740,75,3,18527.03553833237,UK,Female,No,Yes,0
22,68770.0,553,77,2,27864.30631150364,Germany,Male,Yes,No,1
56,98623.0,619,10,4,21870.980032358322,Spain,Female,Yes,No,0
21,123177.0,562,14,1,18283.777986881712,Germany,Male,Yes,No,1
23,119785.0,673,82,1,,USA,Female,No,Yes,1
62,95629.0,466,51,2,28570.756766089034,Germany,Male,Yes,No,1
49,140993.0,758,118,4,92712.37818644493,UK,Female,Yes,No,0
69,72603.0,579,73,3,96992.65253451909,USA,Female,No,Yes,0
47,146944.0,601,39,2,57126.04699370974,France,Female,No,Yes,0
64,132726.0,830,28,4,14300.11226657264,Spain,Female,No,Yes,0
52,101974.0,517,3,3,37454.824337958125,Spain,Female,No,Yes,0
57,125947.0,401,84,2,79773.2263348214,Germany,Male,Yes,No,1
69,46399.0,587,70,4,36739.072869707044,USA,Male,No,Yes,0
33,148177.0,466,27,1,8701.721830278875,France,Female,Yes,No,1
30,105382.0,335,117,1,55678.4910928188,USA,Female,Yes,No,1
67,101244.0,652,2,4,84512.08514960347,Spain,Female,No,No,0
59,129575.0,372,93,1,79592.63871435024,USA,Male,Yes,No,1
47,135520.0,652,38,4,17512.314013035324,France,Male,No,No,0
36,130904.0,369,3,3,67276.46144124668,Germany,Female,Yes,Yes,0
34,96534.0,724,16,4,22050.42634356471,UK,Male,No,No,0
36,75106.0,816,94,3,21820.753455217222,USA,Female,No,No,0
45,132599.0,727,40,2,87407.17733051852,UK,Female,No,No,1
43,50678.0,838,2,4,24966.895274023016,Spain,Female,No,Yes,0
54,96218.0,459,81,2,26324.734651801118,Germany,Male,No,No,1
43,83230.0,448,41,1,65.33907612995549,Germany,Female,No,No,1
40,134684.0,529,12,3,87066.90341255176,USA,Female,Yes,Yes,0
26,94055.0,366,35,4,79259.48132091347,Germany,Female,Yes,No,1
29,76373.0,680,107,2,62732.8935090678,USA,Male,Yes,No,1
18,51480.0,357,65,3,75026.57639388423,USA,Male,No,Yes,1
18,105230.0,558,55,3,15204.85674244918,UK,Male,Yes,No,1
64,88836.0,641,45,1,45832.35945875754,Germany,Female,No,No,1
51,,429,79,1,35121.93873487809,USA,Male,Yes,No,1
49,59986.0,471,90,3,9377.652625701649,UK,Female,Yes,No,1
65,44160.0,508,101,3,48613.048521492405,France,Male,No,No,1
42,105595.0,653,85,4,92073.96503426354,UK,Female,Yes,Yes,0
57,121358.0,770,62,3,4005.911905069448,UK,Male,Yes,Yes,0
62,99111.0,415,49,4,29146.09134937939,USA,Female,Yes,Yes,0
18,84929.0,563,95,3,20754.093620570347,Spain,Male,No,No,1
33,93506.0,741,25,1,23814.665366569632,Spain,Male,Yes,No,1
56,54911.0,847,23,4,,Spain,Male,No,No,0
22,107127.0,752,24,2,46806.905423429016,UK,Female,Yes,Yes,0
39,51821.0,776,38,1,46629.94129398188,USA,Male,Yes,No,1
46,95039.0,586,28,4,76057.56424552824,Germany,Male,Yes,No,0
20,80535.0,602,21,4,15449.22040049258,UK,Male,Yes,No,1
29,133453.0,610,54,2,48726.535410005075,UK,Male,No,Yes,0
43,104458.0,507,107,4,42998.52141210597,USA,Female,Yes,Yes,0
33,32175.0,745,18,3,59691.06905466561,France,Male,No,No,0
68,139235.0,354,36,2,99955.77032504386,UK,Female,No,No,1
54,74771.0,311,99,1,76944.8894082047,France,Female,Yes,No,1
39,126660.0,699,45,1,39786.570301742715,France,Female,Yes,Yes,0
46,147157.0,814,119,3,82755.3052274047,Spain,Female,No,Yes,0
31,141300.0,841,73,1,17070.836331248018,USA,Male,No,Yes,0
45,106925.0,536,53,4,3046.3686308960123,France,Female,Yes,No,1
22,133374.0,578,102,4,20444.837246427305,USA,Female,Yes,Yes,0
64,86358.0,647,30,3,34041.155611425966,Spain,Female,Yes,No,0
66,37327.0,403,60,1,51058.07574595599,USA,Female,Yes,No,1
47,67057.0,816,108,1,61512.91405411998,UK,Male,Yes,Yes,0
63,26150.0,547,98,3,91060.57172144217,France,Male,No,No,0
69,24425.0,663,32,2,50985.40095504577,USA,Female,Yes,Yes,0
22,143654.0,620,67,1,50127.56446257294,Germany,Female,Yes,No,1
29,36032.0,585,67,2,5024.300982298213,USA,Female,No,No,1
33,22198.0,448,28,1,3491.155265622381,France,Male,Yes,Yes,1
43,80500.0,383,44,1,55115.996191637205,Spain,Male,Yes,No,1
43,,705,79,1,43817.86132483445,Spain,Male,No,No,1
65,40079.0,755,41,1,83918.03949802986,France,Male,Yes,No,1
38,56220.0,460,63,4,16067.958471184518,UK,Male,No,No,1
56,61874.0,759,23,2,2497.16621170496,UK,Female,Yes,No,1
53,33859.0,849,104,2,44903.87679301259,Spain,Male,Yes,No,0
50,70460.0,799,75,1,23747.85567522575,Spain,Male,Yes,No,1
47,,808,48,1,4961.437333883745,France,Female,No,No,1
54,138865.0,780,32,2,72459.82868476289,UK,Male,No,Yes,0
40,28705.0,413,57,4,11159.299995724747,Spain,Male,No,Yes,0
27,62880.0,660,118,3,60831.95000077717,UK,Male,No,No,0
22,149838.0,640,100,3,28104.975016688917,Spain,Female,Yes,No,1
53,43236.0,748,33,2,17349.6050355022,USA,Male,No,Yes,0
51,107955.0,479,24,1,37975.15229193174,Germany,Female,No,No,1
69,105514.0,706,39,1,80144.57762229537,USA,Female,No,Yes,0
48,123145.0,495,34,4,39209.35769045727,Spain,Male,Yes,Yes,1
27,35358.0,765,56,3,75076.96492110557,Germany,Male,Yes,Yes,0
36,119713.0,610,28,4,12548.62967991507,Germany,Male,No,No,0
49,114914.0,561,37,3,77277.14196650792,Spain,Male,No,No,0
18,122870.0,718,7,2,23693.332490664863,Spain,Female,Yes,No,0
22,96918.0,705,68,3,67739.31298888728,UK,Male,No,Yes,0
62,139179.0,442,37,4,56578.15548409963,Spain,Female,No,Yes,1
21,136243.0,641,56,4,92914.47172116874,France,Female,No,Yes,0
33,,615,65,4,38732.251797531404,Spain,Female,No,No,0
41,53572.0,400,65,2,6616.518883444045,,Female,Yes,Yes,0
33,98757.0,543,47,3,1915.5485551252905,Spain,Female,Yes,Yes,0
19,21279.0,789,20,3,82685.85609727532,UK,Male,Yes,No,1
66,83197.0,311,19,4,,France,Female,No,Yes,0
45,131496.0,538,29,3,77524.40518349492,USA,Female,No,Yes,0
49,82516.0,341,74,1,23442.56000115147,France,Male,Yes,No,1
44,,728,60,1,34508.37455132337,UK,Male,Yes,No,1
37,140674.0,457,18,1,3010.387221131894,France,Female,Yes,Yes,1
41,,515,92,3,96149.23245741121,Spain,Female,No,No,0
29,146457.0,761,35,2,66786.79067008135,Spain,Male,Yes,Yes,0
67,129397.0,433,43,2,93320.50877593062,UK,Female,No,No,1
52,37771.0,366,111,2,26549.64074290723,Germany,Male,No,Yes,0
50,49975.0,306,95,2,,Spain,Male,Yes,No,1
50,65648.0,825,91,1,67849.99682926378,USA,Female,Yes,Yes,0
68,145641.0,372,11,1,31754.970025758845,UK,Male,No,No,1
60,68285.0,698,49,4,84810.92350156301,France,Female,Yes,No,0
54,39063.0,704,113,3,94716.14629002479,France,Female,Yes,No,0
29,87642.0,429,38,3,88485.51176960043,USA,Female,No,No,1
20,110093.0,765,64,2,73906.69759393725,Spain,Male,No,No,1
18,134390.0,505,69,1,27746.467972495404,UK,Female,No,No,1
50,106143.0,565,8,2,28161.604210563175,USA,Male,No,No,0
57,57599.0,836,34,4,96336.0320446038,Spain,Female,No,Yes,0
27,71920.0,552,48,3,1028.4495935692028,UK,Female,Yes,Yes,1
60,48529.0,588,116,3,71604.99732421445,France,Male,No,No,0
61,55954.0,463,56,2,70624.61625552621,UK,Female,No,No,1
46,47856.0,394,76,4,62268.954094979745,Germany,Female,No,Yes,0
30,22573.0,409,102,3,99010.88460868658,UK,Male,Yes,Yes,0
29,98344.0,635,65,4,31187.943576372523,Germany,Male,No,No,1
48,55367.0,537,31,4,33997.18637932482,UK,Male,No,Yes,0
63,122337.0,680,4,2,7893.940294655555,Germany,Female,No,Yes,0
19,126732.0,735,113,1,44279.81365437374,France,Male,Yes,No,1
68,119608.0,782,109,2,26104.85262348481,Spain,Male,No,No,0
67,80774.0,324,50,1,34338.670217764426,Germany,Female,No,No,1
52,43752.0,416,69,4,83457.17902556277,Germany,Male,No,Yes,0
40,75029.0,781,30,1,93548.45135274957,,Female,Yes,No,1
34,,691,88,4,18573.307200518564,Germany,Female,Yes,No,0
43,71693.0,836,59,3,37250.89315534659,USA,Male,Yes,Yes,0
25,136739.0,378,67,3,92863.05621153941,France,Female,Yes,No,1
46,75961.0,472,75,3,6180.846068922263,USA,Male,No,Yes,0
43,126937.0,311,45,2,9236.052811137852,France,Male,No,Yes,1
27,144956.0,427,4,2,16279.098920622937,Germany,Male,Yes,Yes,1
43,96908.0,391,26,4,,USA,Male,Yes,Yes,0
51,145537.0,842,27,3,,Germany,Female,No,Yes,0
68,146678.0,831,46,2,96807.63814507335,France,Female,No,Yes,0
58,94532.0,746,118,3,44671.45272585203,Germany,Male,Yes,No,0
24,101994.0,689,107,2,50151.79603501664,USA,Male,Yes,No,1
21,76133.0,342,64,1,24665.861580540648,USA,Female,Yes,No,1
67,117425.0,553,91,1,47096.02524347335,Germany,Male,Yes,Yes,0
62,145055.0,429,106,3,66191.36326370115,UK,Female,No,No,1
28,81268.0,359,51,4,75117.71369540428,France,Male,Yes,Yes,1
46,112201.0,766,50,2,,France,Female,Yes,No,0
53,58243.0,586,6,2,57789.11126940883,Germany,Female,No,Yes,0
42,77384.0,816,59,1,90435.97749938573,UK,Female,No,No,1
38,51653.0,766,15,1,81740.78473061093,USA,Male,No,Yes,0
53,46657.0,644,117,4,75704.81146986254,Spain,Male,No,No,0
27,59952.0,681,30,4,5560.552168046062,Spain,Male,No,Yes,0
54,,552,42,4,687.7962219649314,Germany,Male,Yes,No,1
26,117432.0,355,101,3,21244.727719547296,UK,Male,Yes,Yes,1
41,141829.0,762,37,1,66352.35939134524,UK,Female,Yes,No,1
52,148377.0,756,42,3,41119.74888825458,France,Female,No,No,1
66,98411.0,382,101,1,40240.62592993117,USA,Female,Yes,No,1
52,21622.0,398,35,1,88458.68882296137,UK,Female,No,Yes,1
65,68756.0,448,87,2,89556.28481318387,Spain,Female,Yes,Yes,0
53,60809.0,628,6,1,90917.52640535857,USA,Female,Yes,Yes,0
35,36725.0,455,68,1,31387.80765150273,USA,Female,No,Yes,1
66,81396.0,489,18,3,69105.58127392617,Germany,Male,No,Yes,1
56,71226.0,793,73,1,27163.318127436964,UK,Female,Yes,No,1
49,126296.0,562,113,3,19060.983307444978,Germany,Male,Yes,Yes,0
41,,379,29,4,18463.24573473692,,Female,Yes,No,1
40,102565.0,699,77,1,34210.762086359406,France,Female,Yes,No,1
49,49402.0,559,59,1,42995.76197798217,Germany,Male,Yes,Yes,0
54,,400,47,3,83094.91710550684,Germany,Female,No,No,1
29,143489.0,658,116,4,11989.10934727121,Spain,Male,No,Yes,0
66,116523.0,679,17,2,73492.58473948942,Germany,Female,No,Yes,0
30,66828.0,520,109,4,53145.491418930535,UK,Male,No,Yes,0
40,140824.0,719,96,3,28794.534267599247,Spain,Female,Yes,No,0
42,67924.0,423,112,4,,Germany,Male,Yes,Yes,0
52,94182.0,721,22,3,29994.206977702266,Germany,Male,No,Yes,0
58,113065.0,530,68,3,59608.195523830596,France,Female,Yes,Yes,0
47,79052.0,362,69,2,43384.392285524424,Germany,Female,No,No,1
34,31664.0,784,37,1,16440.55290788787,USA,Male,Yes,Yes,0
66,55737.0,782,105,3,11658.307455569671,Spain,Female,Yes,No,0
37,121332.0,818,49,3,54669.568207213015,USA,Male,Yes,No,0
65,109563.0,454,13,2,90241.30332861035,Spain,Female,No,Yes,0
42,49373.0,391,34,3,34395.76865576855,France,Male,No,No,1
39,137369.0,825,109,1,73300.01072226232,Germany,Female,No,No,1
30,56397.0,754,86,2,65866.13549397669,Germany,Male,No,Yes,0
36,148575.0,809,53,1,93155.4914309481,Germany,Female,Yes,Yes,0
66,106145.0,482,87,1,82098.10172991408,Spain,Male,Yes,Yes,1
53,121371.0,685,51,2,56660.5258905463,Germany,Male,Yes,No,0
29,58709.0,704,3,3,,USA,Female,Yes,Yes,0
58,136074.0,545,42,1,89838.6466584035,Germany,Female,No,No,1
36,81120.0,770,98,1,39951.87845869348,France,Male,Yes,No,1
29,39250.0,722,32,1,32679.470585777737,USA,Male,Yes,No,1
26,41172.0,364,109,1,1081.108363519634,Germany,Male,Yes,No,1
24,31555.0,312,51,2,,Germany,Male,No,No,1
45,107410.0,512,113,2,80098.07004033649,UK,Female,No,Yes,0
31,98617.0,541,85,4,10445.451810015138,Spain,Male,No,Yes,0
48,73276.0,792,46,4,57685.738113270025,USA,Male,Yes,No,1
69,77492.0,512,108,1,46398.169816688736,UK,Male,No,No,1
36,73002.0,637,21,3,11870.909550911147,France,Female,Yes,Yes,0
64,140103.0,472,44,1,98056.82270607236,Spain,Male,Yes,Yes,1
33,144938.0,463,11,3,21469.588746335543,USA,Female,Yes,No,1
22,109599.0,764,103,1,6723.418009056115,Germany,Female,No,No,1
52,92355.0,796,68,4,59484.73795019096,USA,Female,No,Yes,0
29,111248.0,694,115,4,73886.66771330326,Germany,Female,Yes,Yes,0
42,44762.0,607,1,3,3244.3446047186962,Spain,Female,Yes,No,1
69,31046.0,482,92,1,65871.76387270221,Germany,Female,No,Yes,0
38,116999.0,809,63,3,53229.18759514544,France,Female,No,Yes,0
53,144130.0,845,24,4,10326.50088750484,Germany,Male,No,No,1
40,136021.0,526,99,1,17252.387694636207,France,Male,Yes,No,1
33,48769.0,735,13,1,56797.42973160805,Spain,Female,Yes,No,1
56,73302.0,721,111,3,29635.761351328838,Spain,Male,Yes,Yes,0
62,43150.0,320,98,2,93831.5728651316,USA,Male,No,No,1
59,88247.0,696,11,3,81874.02294840508,France,Female,No,Yes,0
56,24853.0,404,100,4,98356.7206513663,France,Male,No,No,1
31,114613.0,491,51,4,25967.0838950414,UK,Female,Yes,No,1
48,140900.0,316,17,4,96972.3632797977,UK,Male,Yes,Yes,0
22,109399.0,419,99,4,43123.38697915579,UK,Female,No,Yes,1
52,41792.0,692,82,4,34751.87953137546,Germany,Female,Yes,No,0
40,79129.0,724,104,2,5034.952696935325,UK,Male,No,No,0
46,126019.0,428,86,1,5276.5257859602625,France,Male,Yes,Yes,1
60,94478.0,429,24,3,69201.12559466547,Germany,Female,No,No,1
28,133811.0,328,19,3,45792.89944340279,Spain,Female,Yes,Yes,1
35,134130.0,396,37,4,22652.16260361057,USA,Female,Yes,Yes,0
64,87298.0,309,103,3,61397.03063252327,UK,Male,No,No,1
29,51987.0,541,85,4,25285.81182501112,Spain,Male,No,Yes,0
26,35850.0,531,8,2,57763.17543444226,France,Male,No,Yes,0
27,32112.0,583,28,2,35920.874698269035,USA,Male,No,Yes,0
61,141789.0,499,5,1,82355.2226611819,Spain,Female,No,No,1
34,44058.0,378,17,2,82069.61607667794,USA,Female,Yes,Yes,1
55,65420.0,472,101,2,47735.03981224013,UK,Female,No,No,1
24,58890.0,766,36,1,35081.91093350156,France,Female,No,No,1
63,86017.0,715,118,3,36255.979655909454,USA,Male,No,No,0
30,67304.0,748,19,4,80571.45256682178,Spain,Female,Yes,Yes,0
57,52921.0,386,64,4,32817.9482797612,UK,Female,No,Yes,0
59,125921.0,400,91,3,,UK,Male,No,No,1
26,21524.0,307,117,1,8468.834187530683,Spain,Male,No,No,1
67,120424.0,499,98,3,46669.31208844084,Spain,Female,Yes,Yes,0
44,35048.0,804,11,2,48213.20989198419,USA,Male,Yes,No,1
19,55111.0,386,54,1,84090.87104029072,Germany,Female,No,No,1
22,57904.0,342,45,1,22123.8696446064,UK,Male,Yes,Yes,1
46,74912.0,684,47,1,38099.12736683999,USA,Male,No,No,1
54,54008.0,734,12,4,80840.57388936909,Spain,Female,Yes,Yes,0
55,20060.0,707,118,3,82362.36107489734,USA,Male,No,Yes,0
36,94666.0,782,21,1,38461.10759787682,Spain,Female,Yes,No,1
25,103559.0,316,118,1,45912.40232866809,France,Male,No,Yes,1
65,75337.0,447,11,1,30328.58908492829,Spain,Male,No,Yes,1
62,130616.0,576,103,3,93255.4878419312,Spain,Male,Yes,Yes,0
18,33350.0,531,92,4,11864.37657415803,Spain,Male,No,No,1
39,44354.0,665,5,2,93374.942300147,Germany,Male,No,No,0
69,65186.0,527,81,4,68386.64518353432,Spain,Female,No,No,1
34,48145.0,735,56,1,53157.21526867312,UK,Male,No,Yes,0
24,54020.0,698,20,4,3265.9060784495873,UK,Female,Yes,Yes,0
42,106123.0,510,41,4,47559.61918220083,USA,Male,No,No,0
62,126667.0,690,46,2,40774.810500273226,Germany,Female,Yes,No,0
21,95186.0,798,12,3,16121.881197512255,USA,Male,Yes,Yes,0
53,105469.0,839,70,3,65640.9603500657,UK,Female,Yes,No,1
23,40581.0,790,17,4,97115.09073682858,UK,Female,Yes,No,0
48,108929.0,741,115,4,56218.881106452514,France,Male,No,No,1
36,43051.0,560,19,3,71475.32764439458,Spain,Male,No,No,1
61,71474.0,649,26,3,6845.045256601678,UK,Male,Yes,No,0
56,111748.0,651,48,2,41766.699581699475,USA,Female,No,Yes,0
44,145995.0,819,108,1,11635.848516449587,USA,Female,Yes,No,1
27,134618.0,619,108,4,61279.58355365104,Spain,Male,No,No,1
43,89626.0,437,52,3,93848.21582141546,Spain,Male,No,Yes,0
36,26960.0,849,96,4,66177.77324716384,France,Female,No,Yes,0
56,55772.0,667,70,4,7680.304831442153,Germany,Female,Yes,Yes,0
20,41520.0,519,55,3,35466.62049850828,USA,Male,Yes,Yes,0
62,69481.0,636,100,2,55066.33794408515,Spain,Female,No,No,0
30,56408.0,522,102,4,40320.77561332522,USA,Male,Yes,No,1
67,114006.0,659,75,2,83364.40104751724,Spain,Male,Yes,No,1
45,148496.0,628,33,3,81467.10047099892,UK,Male,No,No,0
37,77134.0,762,62,1,61183.102010322145,USA,Female,Yes,Yes,0
45,40491.0,681,88,1,37345.79451327053,,Female,No,Yes,0
25,21341.0,468,23,4,25533.637376324416,USA,Female,No,No,1
58,64623.0,516,15,3,10587.431821312932,Germany,Female,No,No,0
56,,677,27,2,35489.7683486554,France,Male,Yes,No,0
18,20338.0,418,75,4,41317.25172077195,UK,Female,No,No,1
20,91431.0,489,64,3,67582.29251040737,Spain,Male,No,Yes,1
30,32254.0,669,115,3,65815.98242975735,Germany,Male,Yes,No,1
45,71860.0,448,114,2,7010.813964125695,USA,Male,Yes,Yes,0
66,31344.0,787,81,4,39525.93154311578,UK,Female,Yes,Yes,0
42,21750.0,673,51,3,18177.88672173619,USA,Male,Yes,Yes,0
50,74756.0,459,53,3,15681.27053168057,USA,Male,No,Yes,0
55,87957.0,650,78,3,82730.21497372459,USA,Female,Yes,No,0
23,125423.0,587,91,2,4191.521671625753,France,Male,Yes,No,1
61,78053.0,587,82,4,41918.28759021213,France,Female,Yes,No,0
62,90855.0,525,92,4,16820.36557665182,Spain,Female,Yes,No,0
49,35896.0,822,51,4,87933.0215678474,UK,Female,No,Yes,0
62,75761.0,821,47,4,55704.05132750351,Germany,Male,Yes,Yes,0
64,82552.0,572,111,1,23138.0636376848,Germany,Female,No,Yes,0
38,140075.0,701,4,1,50242.72871663764,Germany,Female,Yes,No,1
33,97454.0,482,7,4,73148.63597031159,USA,Female,No,Yes,0
38,146522.0,787,109,2,95811.80089194338,France,Female,No,Yes,0
28,138681.0,423,35,1,22044.600424541895,UK,Male,Yes,Yes,1
54,110600.0,713,48,3,88618.17721293452,USA,Female,No,Yes,0
53,142732.0,471,73,1,93430.41141674903,France,Male,Yes,No,1
52,132153.0,587,72,3,91642.05445320663,France,Female,No,Yes,0
36,142926.0,734,116,4,63541.435686190984,UK,Male,No,Yes,0
37,47935.0,412,45,1,62982.06544347077,UK,Female,No,No,1
35,57641.0,421,81,2,40321.06331838228,UK,Male,Yes,No,1
64,49711.0,843,81,1,75239.78823037879,USA,Female,No,No,1
58,90342.0,521,113,1,53129.401835093195,Spain,Male,Yes,Yes,0
66,126896.0,338,97,1,67743.80712282944,UK,Male,No,Yes,1
31,32182.0,796,96,4,42845.79038487955,Spain,Male,No,Yes,0
32,107833.0,532,72,2,73149.64640431391,USA,Female,No,Yes,0
48,76276.0,829,19,1,82447.1517604549,Spain,Male,No,No,1
18,39541.0,448,63,2,14643.625660281612,Germany,Male,No,Yes,0
20,114457.0,696,38,4,83292.9715574228,Spain,Male,No,Yes,0
33,102310.0,601,67,3,54029.65317903072,UK,Male,Yes,No,0
40,64813.0,659,59,1,84466.59090902243,USA,Female,Yes,No,1
28,57198.0,537,69,2,43130.17063410146,UK,Male,Yes,No,1
29,28820.0,535,13,2,37904.048538303505,Germany,Male,No,Yes,0
27,44070.0,502,47,4,91506.07325172223,UK,Male,Yes,Yes,0
49,89768.0,555,110,1,25116.92675484013,UK,Female,No,Yes,0
33,,534,61,3,84421.2325286143,UK,Male,Yes,Yes,0
25,100559.0,644,31,2,48402.05725094041,France,Male,Yes,Yes,0
55,93543.0,833,119,1,51409.54425512597,Germany,Male,No,No,1
29,103441.0,765,80,3,30846.828148948403,UK,Male,No,No,1
41,61786.0,840,114,2,57304.220061901564,UK,Female,Yes,Yes,0
45,114934.0,512,96,2,32521.11962762113,UK,Male,Yes,Yes,0
25,119804.0,762,22,3,3926.941424165231,USA,Male,Yes,Yes,0
45,26737.0,735,93,3,27199.860534435604,France,Female,Yes,Yes,0
53,56062.0,582,86,4,637.9043406590679,USA,Female,No,Yes,0
43,74237.0,762,43,1,97835.47870568566,France,Female,Yes,No,1
25,71571.0,706,67,1,96574.72098197475,UK,Male,No,No,1
67,45510.0,387,54,4,39515.5297472305,Germany,Female,No,No,1
45,,343,10,2,72837.0854339646,Spain,Male,Yes,Yes,0
45,57265.0,760,42,3,34580.6098410425,Spain,Female,No,Yes,0
54,37850.0,577,64,3,67109.31570859761,UK,Male,Yes,No,0
58,138249.0,720,21,3,80543.00430459791,USA,Female,No,No,1
53,86150.0,652,80,2,94675.62446922407,Germany,Male,No,Yes,0
44,107312.0,814,76,3,40021.2275849672,France,Female,Yes,No,1
34,109613.0,318,66,3,78329.79829560476,UK,Male,No,No,1
26,94910.0,322,41,4,26592.84506321188,Germany,Male,No,Yes,1
50,72375.0,712,24,2,99033.23037936483,Germany,Male,Yes,No,0
37,141826.0,329,35,1,2576.9598764351144,France,Male,No,No,1
30,55435.0,407,56,4,60352.88065011209,Germany,Male,No,No,1
45,116443.0,666,30,4,65950.59816513272,USA,Male,Yes,Yes,0
65,77132.0,580,57,1,68804.55570741289,USA,Male,Yes,No,1
46,98945.0,427,94,4,12038.7578789089,USA,Male,No,No,1
30,102050.0,528,47,2,93852.97834731304,Germany,Female,No,No,0
63,149828.0,410,35,3,18118.327905008282,USA,Male,No,Yes,0
52,115402.0,435,19,2,62275.34032398411,France,Male,Yes,Yes,1
23,22983.0,661,114,1,22267.607912308496,Germany,Female,No,No,1
35,117241.0,485,8,1,30721.64170212709,Spain,Male,No,Yes,1
68,40662.0,428,26,4,54645.85417281243,Germany,Female,No,No,1
22,43510.0,560,113,2,41719.34185645765,France,Male,No,Yes,0
64,98187.0,814,104,2,16022.560097650628,Spain,Female,No,Yes,0
42,60998.0,748,71,1,17093.640242084828,Germany,Female,No,No,1
19,76846.0,403,30,2,41814.47881627997,USA,Male,Yes,No,1
